alim_grp_code	alim_ssgrp_code	alim_ssssgrp_code	alim_grp_nom_fr	alim_ssgrp_nom_fr	alim_ssssgrp_nom_fr	alim_code	alim_nom_fr	alim_nom_sci	Energie, Règlement UE N° 1169/2011 (kJ/100 g)	Energie, Règlement UE N° 1169/2011 (kcal/100 g)	Energie, N x facteur Jones, avec fibres  (kJ/100 g)	Energie, N x facteur Jones, avec fibres  (kcal/100 g)	Eau (g/100 g)	Protéines, N x facteur de Jones (g/100 g)	Protéines, N x 6.25 (g/100 g)	Glucides (g/100 g)	Lipides (g/100 g)	Sucres (g/100 g)	Fructose (g/100 g)	Galactose (g/100 g)	Glucose (g/100 g)	Lactose (g/100 g)	Maltose (g/100 g)	Saccharose (g/100 g)	Amidon (g/100 g)	Fibres alimentaires (g/100 g)	Polyols totaux (g/100 g)	Cendres (g/100 g)	Alcool (g/100 g)	Acides organiques (g/100 g)	AG saturés (g/100 g)	AG monoinsaturés (g/100 g)	AG polyinsaturés (g/100 g)	AG 4:0, butyrique (g/100 g)	AG 6:0, caproïque (g/100 g)	AG 8:0, caprylique (g/100 g)	AG 10:0, caprique (g/100 g)	AG 12:0, laurique (g/100 g)	AG 14:0, myristique (g/100 g)	AG 16:0, palmitique (g/100 g)	AG 18:0, stéarique (g/100 g)	AG 18:1 9c (n-9), oléique (g/100 g)	AG 18:2 9c,12c (n-6), linoléique (g/100 g)	AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)	AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)	AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g)	AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g)	Cholestérol (mg/100 g)	Sel chlorure de sodium (g/100 g)	Calcium (mg/100 g)	Chlorure (mg/100 g)	Cuivre (mg/100 g)	Fer (mg/100 g)	Iode (µg/100 g)	Magnésium (mg/100 g)	Manganèse (mg/100 g)	Phosphore (mg/100 g)	Potassium (mg/100 g)	Sélénium (µg/100 g)	Sodium (mg/100 g)	Zinc (mg/100 g)	Rétinol (µg/100 g)	Beta-Carotène (µg/100 g)	Vitamine D (µg/100 g)	Vitamine E (mg/100 g)	Vitamine K1 (µg/100 g)	Vitamine K2 (µg/100 g)	Vitamine C (mg/100 g)	Vitamine B1 ou Thiamine (mg/100 g)	Vitamine B2 ou Riboflavine (mg/100 g)	Vitamine B3 ou PP ou Niacine (mg/100 g)	Vitamine B5 ou Acide pantothénique (mg/100 g)	Vitamine B6 (mg/100 g)	Vitamine B9 ou Folates totaux (µg/100 g)	Vitamine B12 (µg/100 g)
04	0402	040204	viandes, œufs, poissons et assimilés	viandes crues	dinde	36305	Dinde, cuisse, viande et peau, crue		627	150	627	150	73,4	19,8	19,8	0	7,85	0	0	0	0	0	0	-	-	0	0	0,92	0	traces	2,24	2,58	2,14	0	0	0,001	0,005	0,022	0,071	1,43	0,56	2,1	1,74	0,11	-	0,003	0,017	79	0,24	14	-	0,11	1,36	-	21,5	0,018	172	241	-	95,3	2,71	13,5	0	0,5	0,11	0	-	0	0,066	0,22	4,16	0,97	0,37	8	1,12
04	0402	040204	viandes, œufs, poissons et assimilés	viandes crues	dinde	36307	Dinde, cuisse, viande sans peau, crue		461	109	461	109	76	21,3	21,3	0,4	2,5	0,1	0	0	0	0	0	0,1	0,05	0	0	1,03	0	traces	0,68	0,76	0,61	0	0	0	0,002	0,01	0,024	0,44	0,19	-	-	-	-	0,001	0,002	79	0,31	11	-	0,092	1,04	-	25	0,014	176	226	28	124	2,59	13	0	0,3	0,12	0	-	0	0,062	0,26	5,7	0,94	0,44	7	2,05
04	0402	040204	viandes, œufs, poissons et assimilés	viandes crues	dinde	36310	Dinde, aile, crue		800	192	800	192	66,5	20,2	20,2	0	12,3	-	-	-	-	-	-	-	-	0	0	0,81	0	traces	3,28	4,97	2,86	-	-	-	0	0,01	0,09	2,27	0,67	-	-	-	-	0	0,01	70	0,14	14	-	0,077	1,26	-	21	0,017	165	240	-	55	1,54	3	-	-	-	-	-	0	0,05	0,11	4,43	0,55	0,41	7	0,39
04	0402	040205	viandes, œufs, poissons et assimilés	viandes crues	agneau et mouton	21001	Mouton, viande, crue		576	137	576	137	74,2	20,6	20,6	traces	6,11	-	-	-	-	-	-	-	-	0	0	1,13	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,22	9,5	-	0,12	2,29	4	24,6	0,015	114	279	2,97	86,4	3,6	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040205	viandes, œufs, poissons et assimilés	viandes crues	agneau et mouton	21003	Mouton, épaule, crue		848	204	848	204	62,7	18,3	18,3	0,1	14,5	0	0	-	0	0	0	0	-	0	0	1,6	0	0	7,71	5,23	0,83	0	0	0	0	0	0,82	3,7	3,19	5,23	0,4	0,4	0	0	0	78	0,23	8,25	-	0,095	2,15	3	16	0,01	130	301	0,4	90,5	3,5	45	-	0,4	0,43	0	-	1	0,17	0,27	5,4	0,55	0,2	2	5
04	0402	040205	viandes, œufs, poissons et assimilés	viandes crues	agneau et mouton	21004	Mouton, pied, cru		848	204	848	204	-	18,1	18,1	traces	14,6	-	-	-	-	-	-	-	-	0	0	0,68	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,19	10	-	-	1,5	-	16	-	165	295	-	75	-	-	-	-	-	-	-	-	0,16	0,22	5,2	-	0,33	-	2,2
04	0402	040205	viandes, œufs, poissons et assimilés	viandes crues	agneau et mouton	21005	Mouton, tête, crue		848	204	848	204	-	18,1	18,1	traces	14,6	-	-	-	-	-	-	-	-	0	0	0,68	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,19	10	-	-	1,5	-	16	-	165	295	-	75	-	-	-	-	-	-	-	-	0,16	0,22	5,2	-	0,33	-	2,2
04	0402	040205	viandes, œufs, poissons et assimilés	viandes crues	agneau et mouton	21006	Mouton, gigot, cru		935	225	935	225	64	18	18	traces	17	-	-	-	-	-	-	-	-	0	0	0,9	0	0	-	5,23	1,68	-	-	-	0,013	0,041	0,51	3,53	2,07	5,23	1,27	0,083	0,29	0,02	0,01	-	0,2	10	-	0,1	2,5	1,8	23	0,02	213	380	2	78	3,7	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040205	viandes, œufs, poissons et assimilés	viandes crues	agneau et mouton	21500	Agneau, côtelette, crue		1520	368	1520	368	50,2	14,4	14,4	0	34,5	0	0	-	0	0	0	0	0	0	0	0,7	0	0	16,8	13	1,6	0	0	0	0	0	1,74	7,79	6,72	12,3	0,8	0,8	0	0	0	82	0,17	12,9	-	0,12	1,5	0,7	17	0,01	136	218	1,4	66	3,42	45	0	0,4	0,7	0	-	1	0,18	0,3	4,3	0,55	0,2	2,6	1,2
04	0402	040205	viandes, œufs, poissons et assimilés	viandes crues	agneau et mouton	21502	Agneau, gigot, cru		538	128	538	128	74,5	20	20	0,48	5,13	0	0	-	0	0	0	0	-	0	0	0,96	0	0	1,97	1,9	0,47	0	0	0	0,06	0,023	0,2	0,99	0,55	1,48	0,25	0,038	0,044	0	0	72,7	0,12	10	-	0,12	1,51	0,7	21,9	0,015	177	255	7,73	48,7	3	45	-	0,4	0,46	0	-	1	0,15	0,27	6,52	0,63	0,26	9,8	2,17
04	0402	040205	viandes, œufs, poissons et assimilés	viandes crues	agneau et mouton	21504	Agneau, épaule, crue		711	170	711	170	70,2	18,3	18,3	0,45	10,6	< 0,5	0	-	0	0	0	0	-	0	0	0,88	0	0	3,87	4,41	0,52	traces	traces	traces	0,022	0,038	0,4	1,95	1,09	4,04	0,34	0,057	0,027	0,005	traces	72,5	0,2	12,7	-	0,11	1,63	0,7	19	0,015	170	224	7,53	78,8	3,43	45	0	0,4	0,46	3,4	-	1	0,15	0,26	4,98	0,62	0,17	10,8	1,65
04	0402	040205	viandes, œufs, poissons et assimilés	viandes crues	agneau et mouton	21505	Agneau, épaule, maigre, crue		582	139	582	139	73	19,6	19,6	0	6,76	0	-	-	-	-	-	-	-	0	0	1,04	0	0	2,42	2,72	0,62	0	0	0	0,01	0,02	0,18	1,31	0,8	-	-	-	-	0	0	66	0,18	15	-	0,11	1,66	-	24	0,024	184	274	-	70	4,77	0	0	0,1	0,22	3,4	-	0	0,12	0,22	5,45	0,71	0,16	23	2,78
04	0402	040205	viandes, œufs, poissons et assimilés	viandes crues	agneau et mouton	21514	Agneau, collier, cru		812	195	812	195	68,2	18	18	traces	13,7	-	-	-	-	-	-	-	-	0	0	0,21	0	0	5,79	5,21	0,92	-	-	-	-	0,064	0,59	2,8	1,67	3,98	0,5	0,091	0,044	-	-	-	0,2	-	-	-	1,14	-	-	-	-	-	7,41	80,1	3,82	-	-	-	-	-	-	-	-	-	4,27	-	0,16	-	2,18
04	0402	040205	viandes, œufs, poissons et assimilés	viandes crues	agneau et mouton	21515	Agneau, selle, crue		979	236	979	236	63,8	17,5	17,5	0	18,4	0	-	-	-	-	-	-	-	0	0	0,77	0	0	7,95	6,97	1,29	-	-	-	0,07	0,086	0,81	3,84	2,21	5,16	0,71	0,12	0,054	-	-	78	0,14	12,8	-	0,13	1,16	0,7	19	0,014	175	222	5,73	55	2,11	45	-	0,4	0,44	0	-	0	0,1	0,19	5,41	0,59	0,22	9,2	1,73
04	0402	040205	viandes, œufs, poissons et assimilés	viandes crues	agneau et mouton	21516	Agneau, côte filet, crue		1000	242	1000	242	64	17,6	17,6	2,3	18	0	-	-	-	-	-	-	-	0	0	0,19	0	0	7,75	6,8	1,26	-	-	-	-	0,085	0,8	3,75	2,16	5,04	0,69	0,12	0,057	-	-	-	0,18	9	-	-	1,15	-	-	-	-	-	5,7	69,6	2,08	-	-	-	-	-	-	-	-	-	5,51	-	0,23	-	1,47
04	0402	040205	viandes, œufs, poissons et assimilés	viandes crues	agneau et mouton	21517	Agneau, côte première, crue		1140	276	1140	276	59,3	16,9	16,9	0	23,1	0	-	-	-	-	-	-	-	0	0	0,21	0	0	10	8,82	1,57	-	-	-	-	0,11	1,04	4,85	2,77	6,53	0,87	0,15	0,052	-	-	-	0,2	8	-	-	1,12	-	-	-	-	-	4,81	81,2	1,84	-	-	-	-	-	-	-	-	-	5,14	-	0,21	-	1,64
04	0402	040205	viandes, œufs, poissons et assimilés	viandes crues	agneau et mouton	21521	Agneau, côte ou côtelette, crue (aliment moyen)		1130	273	1130	273	60	16,3	16,3	0,92	22,6	0,063								0	0	0,5	0	0	10,1	8,6	1,29					0,061	1,03	4,77	3,36	7,3	0,71	0,29	0,035				0,19	9,97			1,34						4,85	74,7	2,78										4,98		0,21		1,52
04	0402	040205	viandes, œufs, poissons et assimilés	viandes crues	agneau et mouton	21525	Agneau, côte découverte, crue		854	205	854	205	66,5	16,3	16,3	1,38	15	< 0,5	-	-	-	-	-	-	-	0	0	0,9	0	0	5,69	5,8	0,72	traces	traces	traces	0,028	0,05	0,53	2,69	1,78	5,35	0,48	0,08	0,03	0,005	traces	-	0,21	-	-	-	1,58	-	-	-	-	-	7,5	82	3,77	-	-	-	-	-	-	-	-	-	-	-	-	-	1,77
04	0402	040206	viandes, œufs, poissons et assimilés	viandes crues	gibier	14002	Sanglier, cru		616	147	616	147	70	20,7	20,7	0	7,13	0	0	-	0	0	0	0	-	0	0	0,99	0	0	2,47	3,17	0,91	-	-	-	0,01	0,017	0,1	1,52	0,82	3,17	0,83	0,075	-	-	-	63	0,2	9,65	-	0,1	1,23	1	21	0,014	155	325	6,9	80	3,6	0	-	0,12	0,1	-	-	0	0,56	0,13	5,1	0,77	0,3	2	0,7
04	0402	040206	viandes, œufs, poissons et assimilés	viandes crues	gibier	14004	Lièvre, viande crue		466	111	466	111	73,3	21,6	21,6	0	2,67	0	-	-	-	-	-	-	-	0	0	1,2	0	0	0,93	0,29	1,3	0	0	-	0	-	0	0,62	0,31	0,29	0,65	0,49	-	0	0	60	0,15	11,6	-	0,24	1,8	0,55	26	0,038	210	318	10	60,5	1,7	0	-	0	0,1	0	0,1	0	0,09	0,06	8,07	0,8	0,3	10	1
04	0402	040206	viandes, œufs, poissons et assimilés	viandes crues	gibier	14005	Chevreuil, cru		465	110	465	110	-	23	23	0	2	0	-	-	-	-	-	-	-	0	0	0,061	0	0	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,053	5	-	-	3,4	-	-	-	-	-	-	21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040206	viandes, œufs, poissons et assimilés	viandes crues	gibier	14006	Cerf, cru		479	113	479	113	73,6	23,7	23,7	0	2,04	0	-	-	-	-	-	-	-	0	0	1,16	0	0	0,88	0,67	0,47	0	0	0	0	0	0,019	0,38	0,47	-	-	-	-	0	0	85	0,13	5,25	-	0,25	3,79	-	23	0,041	202	318	-	51,4	2,09	0	0	-	0,2	1,1	-	0	0,22	0,48	6,37	-	0,37	4	6,31
04	0402	040206	viandes, œufs, poissons et assimilés	viandes crues	gibier	36401	Faisan, viande, cru		535	127	535	127	72,2	23,3	23,3	0	3,78	0	-	-	-	-	-	-	-	0	0	1,37	0	traces	1,29	1,23	0,65	-	-	-	0	0,052	0,033	0,79	0,38	1,04	0,57	0,085	0	0	0	67,4	0,094	14,8	-	0,071	1,22	8	20,1	0,017	231	261	14	37,6	1	52,3	-	-	-	0	-	5,91	0,076	0,15	6,56	0,96	0,73	6,25	0,83
04	0402	040206	viandes, œufs, poissons et assimilés	viandes crues	gibier	36403	Faisan, viande et peau, cru		688	164	688	164	67,8	23,2	23,2	0	7,95	0	-	-	-	-	-	-	-	0	0	1,3	0	traces	3,32	3,3	0,89	0	0	0	0	0,047	0,084	2,07	0,61	2,88	0,76	0,093	0	0	0	71	0,09	15	-	0,065	1,58	8	20	0,017	214	243	-	36	0,96	73	-	-	-	0	-	5,3	0,072	0,14	6,43	0,93	0,66	6	0,77
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	6900	Cheval, viande, crue		699	167	699	167	70	18,8	18,8	0,6	10	-	-	-	-	-	-	-	0	0	0	1	0	0	3,64	3,35	2,41	-	-	0,0047	0,0038	0,0095	0,22	2,65	0,75	2,8	1,15	1,01	0,2	-	-	75	0,16	10	-	0,14	3,5	1	20	0,02	185	291	6	62	4,61	21	0	0,3	0,23	0	-	0,6	0,14	0,27	4,5	0,6	0,5	8	3,1
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	6901	Cheval, steak, cru		541	129	541	129	72,6	21,4	21,4	0,4	4,6	-	-	-	-	-	-	-	-	0	0	0,99	0	0	1,44	1,61	0,65	-	-	-	-	0,01	0,17	1,08	0,16	-	-	-	-	-	-	52	0,13	6	9	0,14	3,82	1,2	24	0,019	221	360	12,2	53	2,9	0	-	-	-	-	-	1	0,13	0,1	4,6	-	0,38	-	3
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	6903	Cheval, tende de tranche, crue		448	106	448	106	-	22,7	22,7	traces	1,68	-	-	-	-	-	-	-	-	0	0	-	0	0	0,48	0,39	0,39	-	-	-	-	0,0047	0,036	0,33	0,096	0,26	0,24	0,087	0,016	-	-	-	-	-	-	-	3,06	-	-	-	-	-	5,22	-	2,32	-	-	-	-	-	-	-	-	-	5,39	-	0,7	-	1,63
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	6904	Cheval, faux-filet, cru		510	121	510	121	-	22,2	22,2	traces	3,58	-	-	-	-	-	-	-	-	0	0	-	0	0	1,17	1,17	0,64	-	-	-	-	0,013	0,13	0,85	0,15	0,79	0,32	0,26	0,014	-	-	-	-	-	-	-	2,55	-	-	-	-	-	5,35	-	1,91	-	-	-	-	-	-	-	-	-	5,6	-	0,66	-	1,51
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	6905	Cheval, entrecôte, crue		499	118	499	118	-	22,1	22,1	traces	3,34	-	-	-	-	-	-	-	-	0	0	-	0	0	1,08	1,03	0,64	-	-	-	-	0,01	0,11	0,79	0,14	0,69	0,33	0,24	0,016	-	-	-	-	-	-	-	2,84	-	-	-	-	-	5,37	-	2,51	-	-	-	-	-	-	-	-	-	6,15	-	0,66	-	1,44
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	21800	Chevreau, cru		436	103	436	103	75,8	20,6	20,6	0	2,31	-	-	-	-	-	-	-	-	0	0	1,11	0	0	0,71	1,03	0,17	-	-	-	0	0	0,03	0,33	0,33	-	-	-	-	-	-	57	0,21	13	-	0,26	2,83	-	-	0,038	180	385	-	82	4	0	-	-	-	-	-	0	0,11	0,49	3,75	-	-	5	1,13
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	34001	Lapin, viande crue		787	189	787	189	68,1	20,4	20,4	0,66	11,6	0	0	-	0	0	0	0	0	0	0	0,9	0	0	4,74	3,87	2,74	< 0,01	< 0,01	< 0,01	0,04	0,035	0,3	3,38	0,8	0,71	0,79	0,28	0,072	0	-	58,5	0,14	10,3	165	0,15	1,11	0,55	23,5	0,032	212	357	10	56,3	1,64	10	0	0	0,4	0	-	3	0,04	0,18	10,4	1,1	0,18	< 20	2,9
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	34003	Lapin de garenne, viande, crue		456	108	456	108	74,5	21,8	21,8	0	2,32	-	-	-	-	-	-	-	-	0	0	1,12	0	0	0,69	0,63	0,45	-	-	-	-	-	0,06	0,52	0,11	-	-	-	-	-	-	81	0,13	12	-	-	3,2	-	29	-	226	378	-	50	-	0	-	-	-	-	-	0	0,03	0,06	6,5	-	-	-	-
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36000	Poule, viande et peau, crue		894	215	894	215	63,7	17,8	17,8	0,4	15,8	0	0	-	0	0	0	0	-	0	0	0,97	0	traces	4,38	7,44	3,92	0	0	0	0	0,022	0,13	3,31	0,92	5,49	3,04	0,15	0,08	0,01	0,04	72	0,18	32,7	-	0,11	1,25	0,9	18,7	0,019	169	196	8	72,7	1,27	45	0	-	0,32	2,4	-	0	0,086	0,14	6,42	0,9	0,33	7,5	0,32
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36001	Poule, viande ,crue		523	124	523	124	73,7	20,9	20,9	0	4,51	0	0	-	0	0	0	0	-	0	0	1,19	0	traces	1,12	1,38	1,12	0	0	0	0	0,015	0,03	0,75	0,29	0,69	0,48	0,02	0,08	0,01	0,05	64	0,16	8,5	-	0,11	0,95	0,9	23,5	0,021	170	249	12,4	65,5	1,38	20,5	0	0,2	0,17	2	-	3,3	0,12	0,19	6,99	1,06	0,52	8	0,45
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36014	Poule, cuisse, crue		551	131	551	131	74,4	19,6	19,6	0	5,92	0	-	-	-	-	-	-	-	0	0	1,17	0	traces	1,51	1,93	1,44	0,001	0	0,001	0,002	0,022	0,034	1,04	0,39	1,09	0,65	0,027	-	0,012	0,044	83	0,27	9,5	-	0,087	0,99	-	21,5	0,018	182	234	-	108	2,07	24	0	0	0,21	2,65	-	4,6	0,13	0,25	5,3	1,18	0,36	7	0,44
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36050	Chapon, viande et peau, cru		764	183	764	183	63,2	21,8	21,8	0	10,6	0	-	-	-	-	-	-	-	0	0	0,99	0	traces	1,5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	75	0,56	11	-	0,05	1,09	-	21	0,02	183	217	-	272	1,17	37	0	-	0,32	2,4	-	1,7	0,064	0,13	7,27	0,97	0,36	6	0,34
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36100	Caille, viande et peau, crue		570	136	570	136	69,7	21,5	21,5	0	5,55	0	-	-	-	-	-	-	0	0	0	0,9	0	traces	0,6	2,36	1,68	-	-	-	-	-	-	-	-	-	-	-	-	-	-	76	0,13	14	-	0,51	3,97	1,5	23	0,019	275	216	-	50	2,42	73	0	0,5	0,05	-	-	6,1	0,24	0,26	7,54	0,77	0,6	8	0,43
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36101	Caille, viande, crue		532	126	532	126	70	22,5	22,5	0,5	3,81	0,5	-	-	-	-	-	-	-	0	0	1,32	0	traces	1,21	1,28	1,17	-	-	-	0	0,028	0,028	0,72	0,43	-	-	-	-	0,01	0	70	0,12	14	-	0,59	4,51	1,5	25	0,019	307	237	-	49	2,7	17	-	-	-	-	-	7,2	0,28	0,29	8,2	0,79	0,53	7	0,47
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36201	Canard, viande, crue		527	126	527	126	72,7	19,4	19,4	0	5,33	0	0	-	0	0	0	0	0	0	0	1,16	0	traces	1,94	2,33	0,76	0	0	0	0	0,026	0,017	0,93	0,55	0,97	0,39	0,079	0	0	0	77	0,19	9	-	0,2	2,63	1,2	20,5	0,019	199	277	24	77,7	1,47	22	0	0,55	0,7	2,8	3,6	5,85	0,38	0,42	4,83	1,6	0,41	36,5	0,49
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36203	Canard, cuisse avec peau, sans os, crue		433	103	433	103	72,3	18,7	18,7	traces	3,1	-	-	-	-	-	-	-	-	0	0	0,99	0	traces	1,05	1,47	0,42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,26	-	-	-	-	-	-	-	-	-	-	103	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36204	Canard, viande et peau, cru		1180	284	1180	284	58,6	17,4	17,4	2,75	22,6	0,2	0	-	0	0	0	0	-	0	0	0,92	0	traces	7,47	11,3	2,73	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,14	5,74	1,54	10,1	2,4	0,15	0,08	< 0,01	< 0,01	77,2	0,14	5,1	72,5	0,23	2,2	< 20	20	0,05	180	310	< 20	56,9	2,1	39,3	0	0,68	0,69	< 0,8	-	< 0,5	0,18	0,72	4,87	1,97	0,26	24,9	1,65
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36206	Canard, magret, cru		1410	340	1410	340	53,2	17,9	17,9	0,85	29,4	0,7	-	-	-	-	-	-	-	0	0	1,24	0	traces	8,95	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,21	5	-	-	-	-	-	-	-	-	-	54,4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36500	Oie, viande crue		648	155	648	155	68,3	22,6	22,6	0	7,12	-	0	-	0	0	0	0	-	0	0	1,1	0	traces	2,79	1,85	0,9	-	-	-	0	0,03	0,03	1,47	0,92	1,58	0,8	0,1	0	0	0	84	0,2	13	-	0,31	2,57	-	24	0,024	312	368	24	78	2,34	21	-	1	0	0	31	7,2	0,13	0,38	4,28	1,97	0,64	21	0,49
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36501	Oie, viande et peau, crue		1510	365	1510	365	49,7	15,7	15,7	0	33,6	-	0	-	0	0	0	0	-	0	0	0,89	0	traces	9,78	17,8	3,76	0	0	0	0	0,03	0,17	6,95	2,33	16,7	3,34	0,21	0	0	0	80	0,18	12	-	0,2	2,5	1,2	21	0,02	234	312	24	71	1,54	23,5	-	1	0	0	-	4,2	0,11	0,3	5,8	1,29	0,49	7,5	0,34
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36600	Pigeon, cru		924	222	924	222	64,7	18,9	18,9	0,7	16	0,4	0	-	0	0	0	0	0	0	0	1,29	0	traces	4,89	6,19	2,33	-	-	-	0	0	0,02	2,9	1,81	4,31	1,85	0	0,19	0,01	0,025	92,5	0,17	12,5	-	0,52	4,03	-	22,8	0,019	278	244	-	67,8	2,45	50,5	0	0,4	0,1	-	-	6,2	0,25	0,25	6,45	0,77	0,47	9,75	0,44
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36700	Pintade, crue		601	143	601	143	71,7	22,8	22,8	0	5,75	0	-	-	-	-	-	-	0	0	0	1,25	0	traces	1,55	1,56	1	0	0	0	0	0,01	0,035	0,86	0,28	-	-	-	-	0,01	0,03	68,5	0,18	11,5	-	0,044	0,8	-	23	0,018	161	207	-	70,5	1,17	20	0	0,4	0,3	-	-	1,5	0,063	0,11	8,22	0,91	0,43	5,5	0,36
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36702	Pintade, poitrine, crue		453	107	453	107	75,3	25,1	25,1	0	0,7	0	-	-	-	-	-	-	0	0	0	0,72	0	traces	0,23	0,25	0,15	-	-	-	-	-	-	-	-	0,21	0,12	0,01	-	-	-	57	0,13	4	-	-	0,3	-	-	-	230	360	-	50	1	-	-	0,3	traces	-	-	0	0,14	0,15	9,1	-	0,81	9	-
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36703	Pintade, cuisse, crue		510	121	510	121	73,6	21,3	21,3	0	4	0	-	-	-	-	-	-	0	0	0	0,77	0	traces	1,3	0,64	0,39	-	-	-	-	-	-	-	-	0,55	0,31	0,03	-	-	-	70	0,2	13	-	-	2,5	-	-	-	220	340	-	78	1,9	-	-	0,3	0,01	-	-	0	0,29	0,35	5,1	-	0,61	17	-
04	0402	040207	viandes, œufs, poissons et assimilés	viandes crues	autres viandes	36800	Autruche, viande crue		666	159	666	159	71,1	20,2	20,2	0	8,7	0	-	-	-	-	-	-	-	0	0	0,73	0	traces	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	71	0,18	7	-	0,13	2,91	-	20	0,017	199	291	-	72	3,51	0	0	-	0,24	-	-	0	0,18	0,27	4,38	1,08	0,48	7	4,61
04	0402	040208	viandes, œufs, poissons et assimilés	viandes crues	abats	40002	Cervelle, agneau, crue		508	122	508	122	79,2	10,4	10,4	0,8	8,58	-	-	-	-	-	-	-	-	0	0	1,33	0	traces	2,19	1,55	0,88	-	-	-	-	0	0,04	1,06	1,07	-	-	-	-	0	0,49	1350	0,28	9	-	0,24	1,75	-	12	0,044	270	296	-	112	1,17	0	-	-	-	-	-	16	0,13	0,3	3,9	0,92	0,29	3	11,3
04	0402	040208	viandes, œufs, poissons et assimilés	viandes crues	abats	40005	Cervelle, porc, crue		516	124	516	124	78,4	10,3	10,3	0	9,21	-	-	-	-	-	-	-	-	0	0	1,13	0	traces	2,08	1,66	1,43	-	-	-	-	-	0,04	1,03	1	-	-	-	-	-	0,45	2200	0,3	10	-	0,24	1,6	0,6	14	0,094	282	258	9	120	1,27	0	-	-	-	-	-	13,5	0,16	0,28	4,28	2,8	0,19	6	2,19
04	0402	040208	viandes, œufs, poissons et assimilés	viandes crues	abats	40006	Cervelle, veau, crue		488	117	488	117	79,8	10,3	10,3	0,5	8,21	-	-	-	-	-	-	-	-	0	0	1,36	0	traces	1,91	1,64	0,95	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1590	0,32	10	-	0,22	2,13	0,62	14	0,037	274	315	11,6	127	1,11	0	-	-	-	-	-	14	0,13	0,26	4,3	2,72	0,28	3	12,2
04	0402	040208	viandes, œufs, poissons et assimilés	viandes crues	abats	40052	Coeur, boeuf, cru		435	103	435	103	79	18,5	18,5	0,7	2,95	0	-	-	-	-	-	-	0	0	0	1,1	0	traces	0,74	0,56	0,61	0	0	0	0	0	0,027	0,3	0,35	0,4	0,27	0,026	-	0	0	137	0,2	5,48	-	0,35	5,14	1,8	19	0,034	213	264	23,5	81,7	1,49	0	0	1	0,21	0	-	2	0,29	0,83	6,78	2,15	0,11	11,5	8,44
