Nr	Namn	Postadress	Kommun	Län	Kategori	Övrig verksamhet	Djurslag	Kontrollerande myndighet	lat	lng
356	Sörgården Slakteri & Gårdsbutik	c/o Adam Slottner, Vike Nolgården 9, 681 93 Kristinehamn	KRISTINEHAMN	VÄRMLAND	SH CP GHE MP MM	IV-CP IV-GHE V-MP V-MM I-SH I-CP	B C O P wU	Livsmedelsverket	59.2024247	14.1087248
359	Vikbolands Kött	c/o Niclas Nordkvist, Vånga Gård, 610 29 Vikbolandet	NORRKÖPING	ÖSTERGÖTLAND	SH CP GHE MP MM	III-SH III-CP IV-CP IV-GHE V-MP V-MM CS(kf) I-SH I-CP	B C O S R wU	Livsmedelsverket	58.5292244	16.5733105
361	Skärvångens Slakt & Chark AB	Skärvången 401, 835 63 Föllinge	KROKOM	JÄMTLAND	SH CP MM	IV-CP V-MM I-SH I-CP	B C O P wU wG	Livsmedelsverket	63.7656822	14.3144258
363	Totebo Kött	Totebo Gård 2, 593 72 TOTEBO	VÄSTERVIK	KALMAR	CP MP MM	IV-CP V-MP V-MM I-CP	B O wU	Livsmedelsverket	57.6273886	16.1891173
364	Ryholms Förvaltnings AB	Ryholm, 549 93 MOHOLM	TÖREBODA	VÄSTRA GÖTALANDS LÄN	CP GHE MM	V-MM IV-CP IV-GHE	wU wA	Livsmedelsverket	58.5793266	14.2122577
366	Lövsta Kött AB	Funbo-Lövsta 129, 755 97 Uppsala	UPPSALA	UPPSALA	SH CP MM	V-MM CS(i) I-SH I-CP	B O P	Livsmedelsverket	59.840622	17.7918552
367	Hässelås	Hässelås Övergården 1, 514 91 TRANEMO	TRANEMO	VÄSTRA GÖTALANDS LÄN	CP GHE MM	V-MM IV-CP IV-GHE	wU	Livsmedelsverket	57.4841686	13.3304892
370	Åke P Fågel & Vilt i Jämtland AB	Böle 180, 833 48 Hammerdal	STRÖMSUND	JÄMTLAND	CP SH GHE MP MM	III-SH III-CP IV-CP IV-GHE V-MP V-MM CS(kf) I-CP	fG O wU wL wG	Livsmedelsverket	63.534588	15.3351058
371	Vinnersjö slakteri	c/o Tomas Jönsson, Bysjövägen 47, 818 95 Hedesunda	GÄVLE	GÄVLEBORG	SH CP GHE MM	II-SH III-SH II-CP III-CP IV-CP IV-GHE V-MM I-SH I-CP	B C O P S L fG wU wA wG	Livsmedelsverket	60.3839184	16.831555
378	Lilla Spännefalla	c/o Hans-Günther Schmitz Samuelsson, Lilla Spännefalla, 543 93 TIBRO	TIBRO	VÄSTRA GÖTALANDS LÄN	SH CP GHE MP MM PP(mp)	IV-CP IV-GHE V-MP V-MM VI-PP(mp) I-SH I-CP	B O P wU wG	Livsmedelsverket	58.3702033	14.1765667
380	Holstenskog gård	Gisshult norregård 1, 363 35 TOLG	VÄXJÖ	KRONOBERG	SH CP GHE	IV-CP IV-GHE I-SH I-CP	B O wU	Livsmedelsverket	57.0814136	14.8268534
381	Skara Lammslakteri AB	Kohagsgatan 6, 532 40 Skara	SKARA	VÄSTRA GÖTALANDS LÄN	SH CP GHE MM	IV-CP IV-GHE V-MM I-SH I-CP	C O wU	Livsmedelsverket	58.3733515	13.4240952
382	Kalvenäs Kött	Sjönäsgatan 25 A, 579 90 BERGA	HÖGSBY	KALMAR	SH CP GHE MM	IV-CP IV-GHE V-MM I-SH I-CP	B C O P S wU	Livsmedelsverket	57.2119534	16.0575159
384	Stora Skedvi Slakt & Styckservice	c/o Björn Johansson, Norrby 74, 783 92 Stora Skedvi	SÄTER	DALARNAS LÄN	SH CP GHE MM	IV-CP IV-GHE V-MM I-SH I-CP	B C O P S wU	Livsmedelsverket	60.4258029	15.7554641
385	Anders Skum Fjällvilt AB	Box 55, 924 22 Ammarnäs	SORSELE	VÄSTERBOTTEN	CP MP MM PP(mp) FFPP PP	IV-CP V-MP V-MM VI-PP(mp) VIII-FFPP VIII-PP III-CP	fG wU	Livsmedelsverket	65.9576281	16.2101658
387	Brantestads Gårdsslakteri	c/o Håkan Jonsson, Brantestad 136, 598 95 Vimmerby	VIMMERBY	KALMAR	SH	\N	B O P	Livsmedelsverket	57.669907	16.0681762
389	Grensholms gård	c/o Carl Lagerfelt, Grensholms gård, 617 90 SKÄRBLACKA	NORRKÖPING	ÖSTERGÖTLAND	CP GHE MM	V-MM IV-CP IV-GHE	wU	Livsmedelsverket	58.5297396	15.8068177
391	Näsets Vilthanteringsanläggning	c/o Bent Karlsen, Rosekollen 5, 1444 Dröbak, Norge	EDA	VÄRMLAND	CP GHE	\N	wU	Livsmedelsverket	59.6517802	10.6339707
392	Skärshults Delikatess Manufaktur	Skärshult Gård 1, 343 93 Älmhult	ÄLMHULT	KRONOBERG	SH CP GHE MP MM PP(mp)	IV-CP IV-GHE V-MP V-MM VI-PP(mp) I-SH I-CP	C O P B wU	Livsmedelsverket	56.583333	14.016667
393	Sätra Bruks Vilthantering	Sätra Bruk AB, Sätra 1 , 546 94 Undenäs	KARLSBORG	VÄSTRA GÖTALANDS LÄN	CP GHE MM	V-MM IV-CP IV-GHE	wU	Livsmedelsverket	58.690478	14.3489415
394	Strutsfarmen i Gerdal HB	Kasta 236, 89493 Överhörnäs	ÖRNSKÖLDSVIK	VÄSTERNORRLAND	SH	\N	R	Livsmedelsverket	63.2966709	18.4365251
395	Gräskärr Vilt	Gräskärr 8, 543 94 TIBRO	TIBRO	VÄSTRA GÖTALANDS LÄN	CP GHE MP MM PP(mp) PP(pap)	IV-CP IV-GHE V-MP V-MM VI-PP(mp) VI-PP(pap) I-CP	B C O P wU wG	Livsmedelsverket	58.5153805	14.2112968
396	Desemåla Gårdshandel	c/o Andreas Nilsson, Desemåla 208, 382 93 Nybro	NYBRO	KALMAR	SH CP GHE MM	IV-CP IV-GHE V-MM I-SH I-CP	B O wU	Livsmedelsverket	56.7671001	15.8976924
397	Skäftingsbacka Lamm	c/o Alexander Klerfors, Skäftingsbacka Gård , 516 95 MÅLSRYD	BORÅS	VÄSTRA GÖTALANDS LÄN	SH CP MM	V-MM I-SH I-CP	O B P	Livsmedelsverket	57.6998413	13.0561237
399	Svartvikens Lantbruk	c/o Ann-Charlotte Lindbäck, Östra Granträsk 89, 952 93 KALIX	KALIX	NORRBOTTEN	SH CP GHE MM	IV-CP IV-GHE V-MM I-SH I-CP	B wU	Livsmedelsverket	66.0869012	22.8886182
400	Viltmarken	c/o Viltmarken i Trödje AB, Trödjefjärdsvägen 70, 805 96 Gävle	GÄVLE	GÄVLEBORG	CP GHE MM	V-MM IV-CP IV-GHE	wU wG wL wA	Livsmedelsverket	60.7044595	17.1645319
401	Bring Frigo AB	Vattenverksgatan 6, 702 27 Örebro	ÖREBRO	ÖREBRO	CS(f) CS(i) CS(k)	\N	\N	Livsmedelsverket	59.2585032	15.1560557
402	Bring Frigo AB	Skagerack 12, 418 34 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	CS(f) CS(i) CS(k)	\N	\N	Livsmedelsverket	57.6952698	11.859089
407	HKScan Sweden AB	-, 581 92 Linköping	LINKÖPING	ÖSTERGÖTLAND	PP(mp)	\N	\N	Livsmedelsverket	58.410807	15.6213728
417	Mårtenssons Partiaffär AB	Box 5163, 121 18 Johanneshov	STOCKHOLM	STOCKHOLM	CP	\N	P	Kommunen	59.2964153	18.0755919
422	Svenska Hamburgare AB	Charkuterigatan 4 D, 576 33 Sävsjö	SÄVSJÖ	JÖNKÖPING	MP PP(mp)	VI-PP(mp) V-MP	\N	Livsmedelsverket	57.3885153	14.6607476
425	Frysman AB	Ruuthsbovägen 10-20, 271 91 Ystad	YSTAD	SKÅNE LÄN	CS(f) CS(i) CS(k)	\N	\N	Livsmedelsverket	55.4278004	13.7408985
429	Öresundschark AB	Spettgatan 1, 211 24 Malmö	MALMÖ	SKÅNE LÄN	PP(mp)	\N	\N	Livsmedelsverket	55.6141326	13.0272907
430	GELITA Sweden AB	Box 502, 264 23 Klippan	KLIPPAN	SKÅNE LÄN	PP(pap) PP(f) PP(g) PP(k)	XII-PP(f) XIV-PP(g) XV-PP(k) VI-PP(pap)	\N	Livsmedelsverket	56.1348998	13.1290409
434	Heberleins i Båstad AB	Åkagårdsvägen, 269 71 FÖRSLÖV	BÅSTAD	SKÅNE LÄN	PP(mp)	\N	\N	Livsmedelsverket	56.3557544	12.8130945
438	Bring Frigo AB	V. Drottningsgatan 40, 692 33 Kumla	KUMLA	ÖREBRO	CS(f) CS(i) CS(k)	\N	\N	Livsmedelsverket	59.1299005	15.126187
439	Bring Frigo AB	Box 73, 245 21 Staffanstorp	STAFFANSTORP	SKÅNE LÄN	CS(f) CS(i) CS(k)	\N	\N	Livsmedelsverket	55.641065	13.212229
440	Syd Frys AB	Box 5046, 250 05 Helsingborg	ÅSTORP	SKÅNE LÄN	CS(f) CS(i) CS(k)	\N	\N	Livsmedelsverket	56.0464674	12.6945121
449	Fällmans Kött AB	Elektravägen 15, 126 30 HÄGERSTEN	STOCKHOLM	STOCKHOLM	CP MP MM PP(mp)	IV-CP II-CP V-MP V-MM VI-PP(mp) I-CP	B O P wU wA A	Kommunen	59.2964677	18.014842
452	Skara Frys AB	Ängatorpsgatan 2, 532 37 Skara	SKARA	VÄSTRA GÖTALANDS LÄN	CS(f) CS(i) CS(k)	\N	\N	Livsmedelsverket	58.3777202	13.4273041
454	Syd Frys AB	Box 5046, 250 05 Helsingborg	HELSINGBORG	SKÅNE LÄN	CS(f) CS(i) CS(k)	\N	\N	Livsmedelsverket	56.0464674	12.6945121
458	Gröna gårdar Styckeri	c/o Gröna gårdar AB, Bjällansås Gård 175, 451 96 UDDEVALLA	UDDEVALLA	VÄSTRA GÖTALANDS LÄN	CS(k) CP MM	I-CP II-CP V-MM CS(kf) 0-CS(k)	B O P A	Livsmedelsverket	58.2661026	11.6006777
461	Atria Sverige AB	Box 446, 201 24 Malmö	MALMÖ	SKÅNE LÄN	CP MP PP(mp)	V-MP VI-PP(mp) CS(kf) CS(i) I-CP	P	Livsmedelsverket	55.604981	13.003822
462	Elmo Sweden AB	-, 512 81 Svenljunga	SVENLJUNGA	VÄSTRA GÖTALANDS LÄN	CC(g)	\N	\N	Livsmedelsverket	57.4955715	13.1146225
465	HKScan Sweden AB	-, 291 89 Kristianstad	KRISTIANSTAD	SKÅNE LÄN	MP PP(mp)	VI-PP(mp) V-MP	\N	Livsmedelsverket	56.0293936	14.1566779
466	Wohlins Fryshus Logistik AB	Remvägen 6, 302 62 Halmstad	HALMSTAD	HALLAND	CS(f) CS(i) CS(k)	\N	\N	Livsmedelsverket	56.639539	12.926795
470	Bring Frigo AB	Lillsjövägen 50, 136 50 Jordbro	HANINGE	STOCKHOLM	CS(f) RW CS(i) CS(k)	\N	\N	Livsmedelsverket	59.1570542	18.1130521
471	HKScan Sweden AB	Box 4064, 300 04 Halmstad	HALMSTAD	HALLAND	RW PP(mp)	VI-PP(mp) 0-RW	\N	Livsmedelsverket	56.6743748	12.8577885
475	Göteborgs Fryshus Service AB	Slakthusområdet, 415 02 GÖTEBORG	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	CS(f) CS(i) CS(k)	\N	\N	Livsmedelsverket	57.727261	12.001437
476	Viltpoolen AB	Hammarvägen 22 B, 943 36 Öjebyn	PITEÅ	NORRBOTTEN	CS(f) CS(i) CS(k)	\N	\N	Livsmedelsverket	65.3354459	21.4153789
477	Köttmästarna i Helsingborg AB	Stenbrovägen 2, 253 68 Helsingborg	HELSINGBORG	SKÅNE LÄN	CP MP MM	V-MP V-MM I-CP	B P	Livsmedelsverket	56.003998	12.7729909
480	Essentia Protein Solutions AB	Pinnåvägen 3, Stidsvig, 264 91 Klippan	KLIPPAN	SKÅNE LÄN	PP(pap) PP(f)	XII-PP(f) VI-PP(pap)	\N	Livsmedelsverket	56.2049609	13.1499071
481	Mårtenssons Partiaffär AB	Box 5163, 121 18 Johanneshov	STOCKHOLM	STOCKHOLM	CP	\N	P	Kommunen	59.2964153	18.0755919
483	Atria Sverige AB	Box 1018, 573 28 Tranås	TRANÅS	JÖNKÖPING	PP(mp)	\N	\N	Livsmedelsverket	58.035518	14.9756961
486	Kalmar Kebab AB	Kielergatan 46, 252 32 Helsingborg	HELSINGBORG	SKÅNE LÄN	MP PP(mp)	VI-PP(mp) V-MP	\N	Livsmedelsverket	56.0059071	12.742554
488	Meet i Linköping AB	Idögatan 45, 582 78 LINKÖPING	LINKÖPING	ÖSTERGÖTLAND	MP MM PP(mp)	VI-PP(mp) CS(kf) V-MP V-MM	\N	Livsmedelsverket	58.4249873	15.6935163
492	Menigo Foodservice AB	Box 10013, 121 26 Stockholm-Globen	STOCKHOLM	STOCKHOLM	CS(f) CS(k)	\N	\N	Kommunen	59.2926191	18.0816503
494	Järvsö Kebab AB	Renslyckan 9, 821 50 Bollnäs	BOLLNÄS	GÄVLEBORG	MP MM PP(mp)	VI-PP(mp) V-MP V-MM	\N	Livsmedelsverket	61.3561766	16.4441518
498	Dalaköket AB	Furuvägen 12 A, 796 30 ÄLVDALEN	ÄLVDALEN	DALARNAS LÄN	PP(mp)	\N	\N	Livsmedelsverket	61.2314208	14.0410136
501	Allmans AB	Lamellgatan 10, 504 62 Borås	BORÅS	VÄSTRA GÖTALANDS LÄN	CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) I-CP	P	Livsmedelsverket	57.7213129	12.8741043
507	HFG Sverige AB	Saltängsvägen 53, 721 32 Västerås	VÄSTERÅS	VÄSTMANLAND	CP MP MM	IV-CP V-MP V-MM I-CP	B O P wU	Livsmedelsverket	59.585091	16.4753398
510	Göteborgs Fryshus Service AB	Slakthusområdet, 415 02 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	CS(f) CS(i) CS(k)	\N	\N	Livsmedelsverket	57.727261	12.001437
512	Skaraborgs Chark och Fågel AB	Skaraborgsgatan 54, 532 37 Skara	SKARA	VÄSTRA GÖTALANDS LÄN	CP MP PP(mp)	II-CP V-MP VI-PP(mp) I-CP	P A	Livsmedelsverket	58.384257	13.4477204
514	Kebco Kebab Company AB	Skarprättarvägen 12 E, 176 77 Järfälla	JÄRFÄLLA	STOCKHOLM	MP PP(mp)	VI-PP(mp) CS(kf) V-MP	\N	Livsmedelsverket	59.4651534	17.8201841
530	Charkmans	Smedstorpsgatan 1, 532 37 SKARA	SKARA	VÄSTRA GÖTALANDS LÄN	RW	CS(kf) CS(i)	\N	Livsmedelsverket	58.3810314	13.4156782
531	Bring Frigo AB	Box 13012, 402 51 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	CS(f) CS(k)	\N	\N	Kommunen	57.70887	11.97456
535	Johan i Hallen i Göteborg AB	Brodalsvägen 13 A, 433 38 Partille	PARTILLE	VÄSTRA GÖTALANDS LÄN	CP MP MM PP(mp)	IV-CP II-CP V-MP V-MM VI-PP(mp) I-CP	B O P wU wG A	Livsmedelsverket	57.7449251	12.1342996
543	MHK Foods AB	Göteborgsvägen 3, 445 57 Surte	ALE	VÄSTRA GÖTALANDS LÄN	CP MM	V-MM I-CP	O	Livsmedelsverket	57.8127848	12.0165024
550	J Petterssons Chark i Boden AB	Gjutvägen 2, 961 38 Boden	BODEN	NORRBOTTEN	MP MM PP(mp)	VI-PP(mp) V-MP V-MM	\N	Livsmedelsverket	65.808139	21.7109439
551	Nordchark i Luleå AB	Besiktningsvägen 10, 973 45 Luleå	LULEÅ	NORRBOTTEN	CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) CS(kf) CS(i) I-CP	P	Livsmedelsverket	65.620305	22.0475066
552	Entradia AB	Box 1050, 271 00 Ystad	KRISTIANSTAD	SKÅNE LÄN	MP	\N	\N	Livsmedelsverket	55.4295051	13.8200308
553	Styckarna i Åstorp AB	Box 175, 265 33 Åstorp	ÅSTORP	SKÅNE LÄN	CP MM	V-MM CS(kf) I-CP	B O P	Livsmedelsverket	56.1424386	12.9432933
556	Flexilast Ekonomisk förening	Box 168, 241 23 Eslöv	ESLÖV	SKÅNE LÄN	RW	\N	\N	Livsmedelsverket	55.8391198	13.3033914
557	Nyhléns & Hugosons Chark AB	Degerbyvägen 8, 931 64 Skellefteå	SKELLEFTEÅ	VÄSTERBOTTEN	CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) CS(kf) I-CP	B O P S	Livsmedelsverket	64.7597699	20.8900265
560	Danish Crown Foods Jönköping AB	Barnarpsgatan 102, 556 52 Jönköping	JÖNKÖPING	JÖNKÖPING	CP MP MM	V-MP V-MM I-CP	B P	Livsmedelsverket	57.7714252	14.1557765
565	Johanneshovs Slakthusfrys AB	Hallmästarvägen 10-12, 121 62 Johanneshov	STOCKHOLM	STOCKHOLM	CS(f)	\N	\N	Kommunen	59.2896363	18.0782972
567	Qibbla Halal Kött AB	Skarprättarvägen 1, 176 77 Järfälla	VÄRNAMO	JÖNKÖPING	MP MM PP(mp)	VI-PP(mp) V-MP V-MM	\N	Livsmedelsverket	59.4651644	17.8170301
571	Rybergs Charkuteri AB	Dalhemsvägen 2, 451 55 Uddevalla	UDDEVALLA	VÄSTRA GÖTALANDS LÄN	MP PP(mp)	VI-PP(mp) V-MP	\N	Livsmedelsverket	58.3691365	11.9751751
573	Fyra Vindar AB	Laestadiusvägen 48, 980 16 KARESUANDO	KIRUNA	NORRBOTTEN	CS(f) RW CS(i) CP MP MM	III-CP IV-CP V-MP V-MM 0-CS(f) 0-RW 0-CS(i)	fG wU	Livsmedelsverket	68.4382038	22.4567181
575	Fipros AB	Stenhuggaregatan 32, 268 77 Kågeröd	SVALÖV	SKÅNE LÄN	PP(pap) PP PP(p)	IX-PP IX-PP(p) VI-PP(pap)	B	Livsmedelsverket	55.9947826	13.0858772
576	Iskuben Coldstore AB	Box 175, 151 22 Södertälje	SÖDERTÄLJE	STOCKHOLM	CS(f) CS(k)	\N	\N	Livsmedelsverket	59.195363	17.625689
577	Ellco Food AB	Stidsvig, 264 91 Klippan	STOCKHOLM	STOCKHOLM	CS(f) CS(k)	\N	\N	Kommunen	56.1642971	13.1500422
578	Gösta Appelkvist Fryseri AB	Box 183, 272 24 Simrishamn	SIMRISHAMN	SKÅNE LÄN	CS(f) CS(i) CS(k)	\N	\N	Livsmedelsverket	55.5532474	14.3563678
579	Sápmi ren och vilt AB	Hantverkargatan 71, 962 32 JOKKMOKK	JOKKMOKK	NORRBOTTEN	CP GHE MP MM PP(mp) PP	IV-CP IV-GHE V-MP V-MM VI-PP(mp) VIII-PP III-CP	fG wU wG	Livsmedelsverket	66.6057032	19.8039742
580	HKScan Sweden AB	-, 581 92 Linköping	LINKÖPING	ÖSTERGÖTLAND	CP MP MM	V-MP V-MM I-CP	B O P	Livsmedelsverket	58.410807	15.6213728
584	Nyhléns & Hugosons Chark AB	Box 921, 971 28 Luleå	LULEÅ	NORRBOTTEN	CP MP PP(mp)	V-MP VI-PP(mp) CS(kf) CS(i) I-CP	P	Livsmedelsverket	65.584819	22.1567026
586	Servicestyckarna i Johanneshov AB	Partihandlarvägen 50, 120 44 Årsta	STOCKHOLM	STOCKHOLM	CP MP MM	IV-CP V-MP V-MM CS(kf) I-CP	B O P wU	Kommunen	59.2913775	18.0255071
587	HOLM`s kött & chark AB	Drevgatan 9, 261 51 Landskrona	LANDSKRONA	SKÅNE LÄN	CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) I-CP	B P	Livsmedelsverket	55.8689917	12.8751379
591	Taylors and Jones of Sweden AB	Hantverkargatan 12, 112 21 STOCKHOLM	STOCKHOLM	STOCKHOLM	MP	\N	\N	Kommunen	59.328767	18.0458651
592	Köttex Mat	c/o Eva Elisabet Eriksson, Lundängsgatan 9, 533 91 Götene	GÖTENE	VÄSTRA GÖTALANDS LÄN	MP MM PP(mp) PP	VI-PP(mp) VIII-PP V-MP V-MM	\N	Livsmedelsverket	58.5379388	13.5091688
595	Mjärydsgrisen AB	Mjäryd, Uppsala, 341 91 Ljungby	LJUNGBY	KRONOBERG	CP MM	V-MM I-CP	P	Livsmedelsverket	56.7651204	14.0055431
597	Tärnsjö Garveri AB	Garverivägen 6, 740 45 Tärnsjö	HEBY	UPPSALA	CC(g) CC(k)	XV-CC(k) XIV-CC(g)	\N	Livsmedelsverket	60.169594	16.9422733
600	Gourmet Food Fredrik Svanberg AB anl Jordbro	Box 134, 136 22 Haninge	HUDDINGE	STOCKHOLM	CP MM FFPP	IV-CP V-MM VIII-FFPP CS(kf) CS(i) I-CP	B O P wU	Livsmedelsverket	59.17555	18.1413703
602	AB Allson kyl och fryslager	Åtorp 129, 693 94 Åtorp	DEGERFORS	ÖREBRO	CS(f) CS(i) CS(k)	\N	\N	Livsmedelsverket	59.1164089	14.373792
605	Schenker-Coldsped AB	Box 5023, 121 05 Johanneshov	STOCKHOLM	STOCKHOLM	CS(f) CS(k)	\N	\N	Kommunen	59.2964153	18.0755919
606	Gudruns AB	Box 31, 121 26 Stockholm-Globen	STOCKHOLM	STOCKHOLM	MP PP(mp)	VI-PP(mp) V-MP	\N	Kommunen	59.2935725	18.0835501
607	Alfred Johansson Kött & Chark AB	Agnesfridsvägen 186, 213 75 Malmö	MALMÖ	SKÅNE LÄN	CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) CS(kf) I-CP	P	Livsmedelsverket	55.563347	13.0448231
609	Direkt Chark AB	Malmsjögatan 8, 415 05 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	MP PP(mp)	VI-PP(mp) V-MP	\N	Kommunen	57.7248141	12.0124988
610	Fåddman AB	Ekhagsvägen 2, 141 71 Segeltorp	HUDDINGE	STOCKHOLM	CP MP PP(mp)	V-MP VI-PP(mp) I-CP	B P	Livsmedelsverket	59.280988	17.9458274
613	Delsbo Charkuteri AB	Kalvstigen 4 C, 824 71 Delsbo	HUDIKSVALL	GÄVLEBORG	PP(mp)	CS(kf)	\N	Livsmedelsverket	61.7965812	16.5494798
614	Ingemar Johansson i Sverige AB	Transportgatan 35, 422 46 Hisings Backa	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	PP(mp)	\N	\N	Kommunen	57.7778901	12.0002128
617	AB Jakobsdals Charkuteri	Slakthuset, 415 02 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	CP MP PP(mp)	V-MP VI-PP(mp) I-CP	P	Livsmedelsverket	57.7292447	12.0030845
619	Korvpojkarna AB	Verkstadsgatan 8, 302 62 Halmstad	HALMSTAD	HALLAND	MP PP(mp)	VI-PP(mp) CS(kf) V-MP	\N	Livsmedelsverket	56.6569	12.8956496
625	Gudruns AB	Box 31, 121 25 STOCKHOLM-GLOBEN	GÄVLE	GÄVLEBORG	PP(mp)	CS(kf)	\N	Livsmedelsverket	59.2935725	18.0835501
626	Olle Nyberg Chark AB	Styckmästargatan 7, 121 62 Johanneshov	STOCKHOLM	STOCKHOLM	MP PP(mp)	VI-PP(mp) V-MP	\N	Kommunen	59.2923987	18.0789739
628	Nya Piteortens Chark AB	Box 765, 941 28 Piteå	PITEÅ	NORRBOTTEN	PP(mp) PP(bl)	\N	\N	Livsmedelsverket	65.316698	21.4800363
639	Tillmans Charkuteri i Bollnäs AB	Skidvägen 3, 821 30 Bollnäs	BOLLNÄS	GÄVLEBORG	CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) I-CP	B P	Livsmedelsverket	61.3422067	16.3834024
645	Elisedals Chark AB	Elisedals Gård, 213 77 Malmö	MALMÖ	SKÅNE LÄN	CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) I-CP	B O P	Livsmedelsverket	55.5666922	13.0747444
647	Gustafskorv AB	Backa 50, 781 62 Gustafs	SÄTER	DALARNAS LÄN	RW PP(mp)	VI-PP(mp) 0-RW	\N	Livsmedelsverket	60.3996317	15.6363958
648	August Larsson Charkuteri AB	Älvdalsvägen 35, 683 93 Råda	HAGFORS	VÄRMLAND	MP PP(mp)	VI-PP(mp) V-MP	\N	Livsmedelsverket	60.0030011	13.5915252
650	Jojjen AB	Edholmsgatan 24, 593 61 Västervik	VÄSTERVIK	KALMAR	MP PP(mp)	VI-PP(mp) CS(kf) V-MP	\N	Livsmedelsverket	57.7608561	16.6154505
651	Lindvalls Charkuteri AB	Hinnerydsvägen 43, 287 34 Strömsnäsbruk	MARKARYD	KRONOBERG	PP(mp)	CS(kf)	\N	Livsmedelsverket	56.5614073	13.7230237
652	Charkett AB	Silvervägen 4, 371 50 Karlskrona	KARLSKRONA	BLEKINGE	CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) CS(kf) I-CP	B P	Livsmedelsverket	56.2190293	15.6508256
653	Ludvig Sörensen AB	Smedgatan 4, 576 33 Sävsjö	SÄVSJÖ	JÖNKÖPING	PP(mp)	\N	\N	Livsmedelsverket	57.3882687	14.6633598
654	Melkers Chark AB	Box 1914, 791 19 Falun	FALUN	DALARNAS LÄN	PP(mp)	\N	\N	Livsmedelsverket	60.60646	15.6355
659	Fåddman AB	Ekhagsvägen 2, 141 71 Segeltorp	MJÖLBY	ÖSTERGÖTLAND	CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) I-CP	B O P	Livsmedelsverket	59.280988	17.9458274
661	Vaggeryds Chark AB	Ödestuguvägen 47, 567 32 Vaggeryd	VAGGERYD	JÖNKÖPING	MP PP(mp)	VI-PP(mp) V-MP	\N	Livsmedelsverket	57.5037819	14.1532612
663	Orkla Foods Sverige AB	Viagatan 17, 692 82 Kumla	KUMLA	ÖREBRO	PP(mp)	\N	\N	Livsmedelsverket	59.1168219	15.1302814
665	Bring Frigo AB	Lagervägen 11, 136 50 JORDBRO	HANINGE	STOCKHOLM	CS(f) RW CS(k)	\N	\N	Livsmedelsverket	59.1337346	18.1171601
667	Specialchark Stockholm AB	Hallgränd 1, 121 62 JOHANNESHOV	STOCKHOLM	STOCKHOLM	CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) CS(kf) I-CP	B O P	Kommunen	59.2926572	18.0773277
668	Grantelius Kött AB	Edsvallabacken 14, 123 43 Farsta	STOCKHOLM	STOCKHOLM	CP MP MM	IV-CP II-CP V-MP V-MM I-CP	B C O S wU wL wA A	Kommunen	59.2402508	18.1153213
671	Charkprodukter i Billesholm AB	Böketoftavägen 75, 267 74 Billesholm	BJUV	SKÅNE LÄN	PP(mp)	\N	\N	Livsmedelsverket	56.056952	12.9946141
674	Bastuträsk Charkuteri AB	Östra Järnvägsgatan 1, 930 61 Bastuträsk	NORSJÖ	VÄSTERBOTTEN	CP MP MM PP(mp) PP(bl)	V-MP V-MM VI-PP(mp) VI-PP(bl) I-CP	B P	Livsmedelsverket	64.7916953	20.0444259
682	Kurt Nagel Sverige AB	Kosterögatan 12 C, 211 24 Malmö	MALMÖ	SKÅNE LÄN	CS(f) CS(k)	\N	\N	Livsmedelsverket	55.6211537	13.0309276
684	Västchark i Malmö AB	Scheelegatan 25, 212 28 Malmö	MALMÖ	SKÅNE LÄN	CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) I-CP	P	Livsmedelsverket	55.5951915	13.0362697
687	Grilstad  AB	Rådhusgatan 86, 831 34 Östersund	ÖSTERSUND	JÄMTLAND	PP(mp)	\N	\N	Livsmedelsverket	63.1681674	14.6459827
689	Åke P Fågel & Vilt AB	Betselgatan 8, 213 77 Malmö	MALMÖ	SKÅNE LÄN	CP GHE MP MM	II-CP III-CP IV-CP IV-GHE V-MP V-MM CS(kf) CS(i) I-CP	O B L fG R wU wL wG A	Livsmedelsverket	55.5677278	13.0769663
702	Travarbo Gårdsbutik och Vilt	c/o Travarbo HB, Travarbo, 732 96 ARBOGA	LINDESBERG	ÖREBRO	CP GHE MP MM	V-MP V-MM IV-CP IV-GHE	wU wG	Livsmedelsverket	59.4756739	15.7929406
