Commune;Codepos;Departement;INSEE
CUIRIEUX;02350;AISNE;2248
CUIRY HOUSSE;02220;AISNE;2249
CUIRY LES CHAUDARDES;02160;AISNE;2250
CUIRY LES IVIERS;02360;AISNE;2251
CUISSY ET GENY;02160;AISNE;2252
CUISY EN ALMONT;02200;AISNE;2253
CUTRY;02600;AISNE;2254
CYS LA COMMUNE;02220;AISNE;2255
DAGNY LAMBERCY;02140;AISNE;2256
DALLON;02680;AISNE;2257
DAMMARD;02470;AISNE;2258
DAMPLEUX;02600;AISNE;2259
DANIZY;02800;AISNE;2260
DERCY;02270;AISNE;2261
DEUILLET;02700;AISNE;2262
DHUIZEL;02220;AISNE;2263
DIZY LE GROS;02340;AISNE;2264
DOHIS;02360;AISNE;2265
DOLIGNON;02360;AISNE;2266
DOMMIERS;02600;AISNE;2267
DOMPTIN;02310;AISNE;2268
DORENGT;02450;AISNE;2269
DOUCHY;02590;AISNE;2270
DRAVEGNY;02130;AISNE;2271
DROIZY;02210;AISNE;2272
DURY;02480;AISNE;2273
EBOULEAU;02350;AISNE;2274
EFFRY;02500;AISNE;2275
ENGLANCOURT;02260;AISNE;2276
EPAGNY;02290;AISNE;2277
EPARCY;02500;AISNE;2278
EPAUX BEZU;02400;AISNE;2279
EPIEDS;02400;AISNE;2280
L EPINE AUX BOIS;02540;AISNE;2281
EPPES;02840;AISNE;2282
ERLON;02250;AISNE;2283
ERLOY;02260;AISNE;2284
ESCAUFOURT;59360;NORD;2285
ESQUEHERIES;02170;AISNE;2286
ESSIGNY LE GRAND;02690;AISNE;2287
ESSIGNY LE PETIT;02100;AISNE;2288
ESSISES;02570;AISNE;2289
ESSOMES SUR MARNE;02400;AISNE;2290
ESTREES;02420;AISNE;2291
ETAMPES SUR MARNE;02400;AISNE;2292
ETAVES ET BOCQUIAUX;02110;AISNE;2293
ETOUVELLES;02000;AISNE;2294
ETREAUPONT;02580;AISNE;2295
ETREILLERS;02590;AISNE;2296
ETREPILLY;02400;AISNE;2297
ETREUX;02510;AISNE;2298
EVERGNICOURT;02190;AISNE;2299
FARGNIERS;02700;AISNE;2300
FAUCOUCOURT;02320;AISNE;2301
FAVEROLLES;02600;AISNE;2302
FAYET;02100;AISNE;2303
LA FERE;02800;AISNE;2304
FERE EN TARDENOIS;02130;AISNE;2305
LA FERTE CHEVRESIS;02270;AISNE;2306
LA FERTE MILON;02460;AISNE;2307
FESMY-LE-SART;02450;AISNE;2308
FESTIEUX;02840;AISNE;2309
FIEULAINE;02110;AISNE;2310
FILAIN;02000;AISNE;2311
LA FLAMENGRIE;02260;AISNE;2312
FLAVIGNY LE GRAND ET BEAU;02120;AISNE;2313
FLAVY LE MARTEL;02520;AISNE;2315
FLEURY;02600;AISNE;2316
FLUQUIERES;02590;AISNE;2317
FOLEMBRAY;02670;AISNE;2318
FONSOMMES;02110;AISNE;2319
FONTAINE LES CLERCS;02680;AISNE;2320
FONTAINE LES VERVINS;02140;AISNE;2321
FONTAINE NOTRE DAME;02110;AISNE;2322
FONTAINE UTERTE;02110;AISNE;2323
FONTENELLE;02170;AISNE;2324
FONTENELLE EN BRIE;02540;AISNE;2325
FONTENOY;02290;AISNE;2326
FORESTE;02590;AISNE;2327
FOSSOY;02650;AISNE;2328
FOURDRAIN;02870;AISNE;2329
FRANCILLY SELENCY;02760;AISNE;2330
FRANQUEVILLE;02140;AISNE;2331
FRESNES EN TARDENOIS;02130;AISNE;2332
FRESNES;02380;AISNE;2333
FRESNOY LE GRAND;02230;AISNE;2334
FRESSANCOURT;02800;AISNE;2335
FRIERES FAILLOUEL;02700;AISNE;2336
FROIDESTREES;02260;AISNE;2337
FROIDMONT COHARTILLE;02270;AISNE;2338
GANDELU;02810;AISNE;2339
GAUCHY;02430;AISNE;2340
GERCY;02140;AISNE;2341
GERGNY;02260;AISNE;2342
GERMAINE;02590;AISNE;2343
GERNICOURT;02160;AISNE;2344
GIBERCOURT;02440;AISNE;2345
GIZY;02350;AISNE;2346
GLAND;02400;AISNE;2347
GLENNES;02160;AISNE;2348
GOUDELANCOURT LES BERRIEU;02820;AISNE;2349
GOUDELANCOURT LES PIERREP;02350;AISNE;2350
GOUSSANCOURT;02130;AISNE;2351
GOUY;02420;AISNE;2352
GRANDLUP ET FAY;02350;AISNE;2353
GRANDRIEUX;02360;AISNE;2354
GRICOURT;02100;AISNE;2355
GRISOLLES;02210;AISNE;2356
GRONARD;02140;AISNE;2357
GROUGIS;02110;AISNE;2358
GRUGIES;02680;AISNE;2359
GUIGNICOURT;02190;AISNE;2360
GUISE;02120;AISNE;2361
GUIVRY;02300;AISNE;2362
GUNY;02300;AISNE;2363
GUYENCOURT;02160;AISNE;2364
HANNAPES;02510;AISNE;2366
HAPPENCOURT;02480;AISNE;2367
HARAMONT;02600;AISNE;2368
HARCIGNY;02140;AISNE;2369
HARGICOURT;02420;AISNE;2370
HARLY;02100;AISNE;2371
HARTENNES ET TAUX;02210;AISNE;2372
HARY;02140;AISNE;2373
LE HAUCOURT;02420;AISNE;2374
HAUTEVESNES;02810;AISNE;2375
HAUTEVILLE;02120;AISNE;2376
HAUTION;02140;AISNE;2377
LA HERIE;02500;AISNE;2378
LE HERIE LA VIEVILLE;02120;AISNE;2379
HINACOURT;02440;AISNE;2380
HIRSON;02500;AISNE;2381
HOLNON;02760;AISNE;2382
HOMBLIERES;02720;AISNE;2383
HOURY;02140;AISNE;2384
HOUSSET;02250;AISNE;2385
IRON;02510;AISNE;2386
ITANCOURT;02240;AISNE;2387
IVIERS;02360;AISNE;2388
JAULGONNE;02850;AISNE;2389
JEANCOURT;02490;AISNE;2390
JEANTES;02140;AISNE;2391
JONCOURT;02420;AISNE;2392
JOUAIGNES;02220;AISNE;2393
JOUY;02370;AISNE;2394
JUMENCOURT;02380;AISNE;2395
JUMIGNY;02160;AISNE;2396
JUSSY;02480;AISNE;2397
JUVIGNY;02880;AISNE;2398
JUVINCOURT ET DAMARY;02190;AISNE;2399
LAFFAUX;02880;AISNE;2400
LAIGNY;02140;AISNE;2401
LANCHY;02590;AISNE;2402
LANDIFAY ET BERTAIGNEMONT;02120;AISNE;2403
LANDOUZY LA COUR;02140;AISNE;2404
LANDOUZY LA VILLE;02140;AISNE;2405
LANDRICOURT;02380;AISNE;2406
LANISCOURT;02000;AISNE;2407
LAON;02000;AISNE;2408
LAPPION;02150;AISNE;2409
LARGNY SUR AUTOMNE;02600;AISNE;2410
LATILLY;02210;AISNE;2411
LAUNOY;02210;AISNE;2412
LAVAL EN LAONNOIS;02860;AISNE;2413
LAVAQUERESSE;02450;AISNE;2414
LAVERSINE;02600;AISNE;2415
LEME;02140;AISNE;2416
LEMPIRE;02420;AISNE;2417
LERZY;02260;AISNE;2418
LESCHELLES;02170;AISNE;2419
LESDINS;02100;AISNE;2420
LESGES;02220;AISNE;2421
LESQUIELLES ST GERMAIN;02120;AISNE;2422
LEUILLY SOUS COUCY;02380;AISNE;2423
LEURY;02880;AISNE;2424
LEUZE;02500;AISNE;2425
LEVERGIES;02420;AISNE;2426
LHUYS;02220;AISNE;2427
LICY CLIGNON;02810;AISNE;2428
LIERVAL;02860;AISNE;2429
LIESSE NOTRE DAME;02350;AISNE;2430
LIEZ;02700;AISNE;2431
LIME;02220;AISNE;2432
LISLET;02340;AISNE;2433
LIZY;02320;AISNE;2434
LOGNY LES AUBENTON;02500;AISNE;2435
LOMBRAY;02300;AISNE;2436
LONGCHAMPS;02120;AISNE;2437
LONGPONT;02600;AISNE;2438
LONGUEVAL BARBONVAL;02160;AISNE;2439
LOR;02190;AISNE;2440
LOUATRE;02600;AISNE;2441
LOUPEIGNE;02130;AISNE;2442
LUCY LE BOCAGE;02400;AISNE;2443
LUGNY;02140;AISNE;2444
LUZOIR;02500;AISNE;2445
LY FONTAINE;02440;AISNE;2446
MAAST ET VIOLAINE;02220;AISNE;2447
MACHECOURT;02350;AISNE;2448
MACOGNY;02470;AISNE;2449
MACQUIGNY;02120;AISNE;2450
MAGNY LA FOSSE;02420;AISNE;2451
MAISSEMY;02490;AISNE;2452
MAIZY;02160;AISNE;2453
LA MALMAISON;02190;AISNE;2454
MALZY;02120;AISNE;2455
MANICAMP;02300;AISNE;2456
MARCHAIS;02350;AISNE;2457
MARCHAIS EN BRIE;02540;AISNE;2458
MARCY;02720;AISNE;2459
MARCY SOUS MARLE;02250;AISNE;2460
MAREST DAMPCOURT;02300;AISNE;2461
MAREUIL EN DOLE;02130;AISNE;2462
MARFONTAINE;02140;AISNE;2463
MARGIVAL;02880;AISNE;2464
MARIGNY EN ORXOIS;02810;AISNE;2465
MARIZY STE GENEVIEVE;02470;AISNE;2466
MARIZY ST MARD;02470;AISNE;2467
MARLE;02250;AISNE;2468
MARLY GOMONT;02120;AISNE;2469
MARTIGNY;02500;AISNE;2470
MARTIGNY COURPIERRE;02860;AISNE;2471
MAUREGNY EN HAYE;02820;AISNE;2472
MAYOT;02800;AISNE;2473
MENNESSIS;02700;AISNE;2474
MENNEVILLE;02190;AISNE;2475
MENNEVRET;02630;AISNE;2476
MERCIN ET VAUX;02200;AISNE;2477
MERLIEUX ET FOUQUEROLLES;02000;AISNE;2478
MERVAL;02160;AISNE;2479
MESBRECOURT RICHECOURT;02270;AISNE;2480
MESNIL ST LAURENT;02720;AISNE;2481
MEURIVAL;02160;AISNE;2482
MEZIERES SUR OISE;02240;AISNE;2483
MEZY MOULINS;02650;AISNE;2484
MISSY AUX BOIS;02200;AISNE;2485
MISSY LES PIERREPONT;02350;AISNE;2486
MISSY SUR AISNE;02880;AISNE;2487
MOLAIN;02110;AISNE;2488
MOLINCHART;02000;AISNE;2489
MONAMPTEUIL;02000;AISNE;2490
MONCEAU LE NEUF ET FAUCOU;02270;AISNE;2491
MONCEAU LES LEUPS;02270;AISNE;2492
MONCEAU LE WAAST;02840;AISNE;2493
MONCEAU SUR OISE;02120;AISNE;2494
MONDREPUIS;02500;AISNE;2495
MONNES;02470;AISNE;2496
MONS EN LAONNOIS;02000;AISNE;2497
MONTAIGU;02820;AISNE;2498
MONTBAVIN;02000;AISNE;2499
MONTBREHAIN;02110;AISNE;2500
MONTCHALONS;02860;AISNE;2501
MONTCORNET;02340;AISNE;2502
MONT D ORIGNY;02390;AISNE;2503
MONTESCOURT LIZEROL;02440;AISNE;2504
MONTFAUCON;02540;AISNE;2505
MONTGOBERT;02600;AISNE;2506
MONTGRU ST HILAIRE;02210;AISNE;2507
MONTHENAULT;02860;AISNE;2508
MONTHIERS;02400;AISNE;2509
MONTHUREL;02330;AISNE;2510
MONTIGNY EN ARROUAISE;02110;AISNE;2511
MONTIGNY L ALLIER;02810;AISNE;2512
MONTIGNY LE FRANC;02250;AISNE;2513
MONTIGNY LENGRAIN;02290;AISNE;2514
MONTIGNY LES CONDE;02330;AISNE;2515
MONTIGNY SOUS MARLE;02250;AISNE;2516
MONTIGNY SUR CRECY;02270;AISNE;2517
MONTLEVON;02330;AISNE;2518
MONTLOUE;02340;AISNE;2519
MONT NOTRE DAME;02220;AISNE;2520
MONTREUIL AUX LIONS;02310;AISNE;2521
MONT ST JEAN;02360;AISNE;2522
MONT ST MARTIN;02220;AISNE;2523
MONT ST PERE;02400;AISNE;2524
MORCOURT;02100;AISNE;2525
MORGNY EN THIERACHE;02360;AISNE;2526
MORSAIN;02290;AISNE;2527
MORTEFONTAINE;02600;AISNE;2528
MORTIERS;02270;AISNE;2529
MOULINS;02160;AISNE;2530
MOUSSY VERNEUIL;02160;AISNE;2531
MOY DE L AISNE;02610;AISNE;2532
MURET ET CROUTTES;02210;AISNE;2533
MUSCOURT;02160;AISNE;2534
NAMPCELLES LA COUR;02140;AISNE;2535
NAMPTEUIL SOUS MURET;02200;AISNE;2536
NANTEUIL LA FOSSE;02880;AISNE;2537
NANTEUIL NOTRE DAME;02210;AISNE;2538
NAUROY;02420;AISNE;2539
NESLES LA MONTAGNE;02400;AISNE;2540
NEUFCHATEL SUR AISNE;02190;AISNE;2541
NEUFLIEUX;02300;AISNE;2542
NEUILLY ST FRONT;02470;AISNE;2543
NEUVE MAISON;02500;AISNE;2544
LA NEUVILLE BOSMONT;02250;AISNE;2545
LA NEUVILLE EN BEINE;02300;AISNE;2546
LA NEUVILLE HOUSSET;02250;AISNE;2547
LA NEUVILLE LES DORENGT;02450;AISNE;2548
NEUVILLE ST AMAND;02100;AISNE;2549
NEUVILLE SUR AILETTE;02860;AISNE;2550
NEUVILLE SUR MARGIVAL;02880;AISNE;2551
NEUVILLETTE;02390;AISNE;2552
NIZY LE COMTE;02150;AISNE;2553
NOGENTEL;02400;AISNE;2554
NOGENT L ARTAUD;02310;AISNE;2555
NOIRCOURT;02340;AISNE;2556
NOROY SUR OURCQ;02600;AISNE;2557
LE NOUVION EN THIERACHE;02170;AISNE;2558
NOUVION ET CATILLON;02270;AISNE;2559
NOUVION LE COMTE;02800;AISNE;2560
NOUVION LE VINEUX;02860;AISNE;2561
NOUVRON VINGRE;02290;AISNE;2562
NOYALES;02120;AISNE;2563
NOYANT ET ACONIN;02200;AISNE;2564
OEUILLY;02160;AISNE;2565
OGNES;02300;AISNE;2566
OHIS;02500;AISNE;2567
OIGNY EN VALOIS;02600;AISNE;2568
OISY;02450;AISNE;2569
OLLEZY;02480;AISNE;2570
OMISSY;02100;AISNE;2571
ORAINVILLE;02190;AISNE;2572
ORGEVAL;02860;AISNE;2573
ORIGNY EN THIERACHE;02550;AISNE;2574
ORIGNY STE BENOITE;02390;AISNE;2575
OSLY COURTIL;02290;AISNE;2576
OSTEL;02370;AISNE;2577
OULCHES LA VALLEE FOULON;02160;AISNE;2578
OULCHY LA VILLE;02210;AISNE;2579
OULCHY LE CHATEAU;02210;AISNE;2580
PAARS;02220;AISNE;2581
PAISSY;02160;AISNE;2582
PANCY COURTECON;02860;AISNE;2583
PAPLEUX;02260;AISNE;2584
PARCY ET TIGNY;02210;AISNE;2585
PARFONDEVAL;02360;AISNE;2586
PARFONDRU;02840;AISNE;2587
PARGNAN;02160;AISNE;2588
PARGNY FILAIN;02000;AISNE;2589
PARGNY LA DHUYS;02330;AISNE;2590
PARGNY LES BOIS;02270;AISNE;2591
PARPEVILLE;02240;AISNE;2592
PASLY;02200;AISNE;2593
PASSY EN VALOIS;02470;AISNE;2594
PASSY SUR MARNE;02850;AISNE;2595
PAVANT;02310;AISNE;2596
PERLES;02160;AISNE;2597
PERNANT;02200;AISNE;2598
PIERREMANDE;02300;AISNE;2599
PIERREPONT;02350;AISNE;2600
PIGNICOURT;02190;AISNE;2601
PINON;02320;AISNE;2602
PISSELEUX;02600;AISNE;2603
PITHON;02480;AISNE;2604
PLEINE SELVE;02240;AISNE;2605
LE PLESSIER HULEU;02210;AISNE;2606
PLOISY;02200;AISNE;2607
PLOMION;02140;AISNE;2608
PLOYART VAURSEINE;02860;AISNE;2609
POMMIERS;02200;AISNE;2610
PONT A BUCY;02270;AISNE;2611
PONT ARCY;02160;AISNE;2612
PONTAVERT;02160;AISNE;2613
PONTRU;02490;AISNE;2614
PONTRUET;02490;AISNE;2615
PONT ST MARD;02380;AISNE;2616
POUILLY SUR SERRE;02270;AISNE;2617
PREMONT;02110;AISNE;2618
PREMONTRE;02320;AISNE;2619
PRESLES ET BOVES;02370;AISNE;2620
PRESLES ET THIERNY;02860;AISNE;2621
PRIEZ;02470;AISNE;2622
PRISCES;02140;AISNE;2623
PROISY;02120;AISNE;2624
PROIX;02120;AISNE;2625
PROUVAIS;02190;AISNE;2626
PROVISEUX ET PLESNOY;02190;AISNE;2627
PUISEUX EN RETZ;02600;AISNE;2628
PUISIEUX ET CLANLIEU;02120;AISNE;2629
QUESSY;02700;AISNE;2630
QUIERZY;02300;AISNE;2631
QUINCY BASSE;02380;AISNE;2632
QUINCY SOUS LE MONT;02220;AISNE;2633
RAILLIMONT;02360;AISNE;2634
RAMICOURT;02110;AISNE;2635
REGNY;02240;AISNE;2636
REMAUCOURT;02100;AISNE;2637
REMIES;02270;AISNE;2638
REMIGNY;02440;AISNE;2639
RENANSART;02240;AISNE;2640
RENNEVAL;02340;AISNE;2641
RESIGNY;02360;AISNE;2642
RESSONS LE LONG;02290;AISNE;2643
RETHEUIL;02600;AISNE;2644
REUILLY SAUVIGNY;02850;AISNE;2645
REVILLON;02160;AISNE;2646
RIBEAUVILLE;02110;AISNE;2647
RIBEMONT;02240;AISNE;2648
ROCOURT ST MARTIN;02210;AISNE;2649
ROCQUIGNY;02260;AISNE;2650
ROGECOURT;02800;AISNE;2651
ROGNY;02140;AISNE;2652
ROMENY SUR MARNE;02310;AISNE;2653
ROMERY;02120;AISNE;2654
RONCHERES;02130;AISNE;2655
ROUCY;02160;AISNE;2656
ROUGERIES;02140;AISNE;2657
ROUPY;02590;AISNE;2658
ROUVROY;02100;AISNE;2659
ROUVROY SUR SERRE;02360;AISNE;2660
ROYAUCOURT ET CHAILVET;02000;AISNE;2661
ROZET ST ALBIN;02210;AISNE;2662
ROZIERES SUR CRISE;02200;AISNE;2663
ROZOY BELLEVALLE;02540;AISNE;2664
GRAND ROZOY;02210;AISNE;2665
ROZOY SUR SERRE;02360;AISNE;2666
SACONIN ET BREUIL;02200;AISNE;2667
SAINS RICHAUMONT;02120;AISNE;2668
ST AGNAN;02330;AISNE;2669
ST ALGIS;02260;AISNE;2670
ST AUBIN;02300;AISNE;2671
ST BANDRY;02290;AISNE;2672
ST CHRISTOPHE A BERRY;02290;AISNE;2673
ST CLEMENT;02360;AISNE;2674
STE CROIX;02820;AISNE;2675
ST ERME OUTRE ET RAMECOUR;02820;AISNE;2676
ST EUGENE;02330;AISNE;2677
STE GENEVIEVE;02340;AISNE;2678
ST GENGOULPH;02810;AISNE;2679
ST GOBAIN;02410;AISNE;2680
ST GOBERT;02140;AISNE;2681
ST MARD;02220;AISNE;2682
ST MARTIN RIVIERE;02110;AISNE;2683
ST MICHEL;02830;AISNE;2684
ST NICOLAS AUX BOIS;02410;AISNE;2685
ST PAUL AUX BOIS;02300;AISNE;2686
ST PIERRE AIGLE;02600;AISNE;2687
ST PIERRE LES FRANQUEVILL;02140;AISNE;2688
ST PIERREMONT;02250;AISNE;2689
STE PREUVE;02350;AISNE;2690
ST QUENTIN;02100;AISNE;2691
ST REMY BLANZY;02210;AISNE;2693
ST SIMON;02640;AISNE;2694
ST THIBAUT;02220;AISNE;2695
ST THOMAS;02820;AISNE;2696
SAMOUSSY;02840;AISNE;2697
SANCY LES CHEMINOTS;02880;AISNE;2698
SAPONAY;02130;AISNE;2699
LE SART;02450;AISNE;2700
SAULCHERY;02310;AISNE;2701
SAVY;02590;AISNE;2702
SEBONCOURT;02110;AISNE;2703
SELENS;02300;AISNE;2704
LA SELVE;02150;AISNE;2705
SEPTMONTS;02200;AISNE;2706
SEPTVAUX;02410;AISNE;2707
SEQUEHART;02420;AISNE;2708
SERAIN;02110;AISNE;2709
SERAUCOURT LE GRAND;02790;AISNE;2710
SERCHES;02220;AISNE;2711
SERGY;02130;AISNE;2712
SERINGES ET NESLES;02130;AISNE;2713
SERMOISE;02220;AISNE;2714
SERVAL;02160;AISNE;2715
SERVAIS;02700;AISNE;2716
SERY LES MEZIERES;02240;AISNE;2717
SILLY LA POTERIE;02460;AISNE;2718
SINCENY;02300;AISNE;2719
SISSONNE;02150;AISNE;2720
SISSY;02240;AISNE;2721
SOISSONS;02200;AISNE;2722
SOIZE;02340;AISNE;2723
SOMMELANS;02470;AISNE;2724
SOMMERON;02260;AISNE;2725
SOMMETTE EAUCOURT;02480;AISNE;2726
SONS ET RONCHERES;02270;AISNE;2727
SORBAIS;02580;AISNE;2728
SOUCY;02600;AISNE;2729
SOUPIR;02160;AISNE;2730
LE SOURD;02140;AISNE;2731
SURFONTAINE;02240;AISNE;2732
SUZY;02320;AISNE;2733
TAILLEFONTAINE;02600;AISNE;2734
TANNIERES;02220;AISNE;2735
TARTIERS;02290;AISNE;2736
TAVAUX ET PONTSERICOURT;02250;AISNE;2737
TERGNIER;02700;AISNE;2738
TERNY SORNY;02880;AISNE;2739
THENAILLES;02140;AISNE;2740
THENELLES;02390;AISNE;2741
THIERNU;02250;AISNE;2742
LE THUEL;02340;AISNE;2743
TORCY EN VALOIS;02810;AISNE;2744
TOULIS ET ATTENCOURT;02250;AISNE;2745
TRAVECY;02800;AISNE;2746
TREFCON;02490;AISNE;2747
TRELOU SUR MARNE;02850;AISNE;2748
TROESNES;02460;AISNE;2749
TROSLY LOIRE;02300;AISNE;2750
TRUCY;02860;AISNE;2751
TUGNY ET PONT;02640;AISNE;2752
TUPIGNY;02120;AISNE;2753
UGNY LE GAY;02300;AISNE;2754
URCEL;02000;AISNE;2755
URVILLERS;02690;AISNE;2756
VADENCOURT;02120;AISNE;2757
VAILLY SUR AISNE;02370;AISNE;2758
LA VALLEE AU BLE;02140;AISNE;2759
LA VALLEE MULATRE;02110;AISNE;2760
VARISCOURT;02190;AISNE;2761
VASSENS;02290;AISNE;2762
VASSENY;02220;AISNE;2763
VASSOGNE;02160;AISNE;2764
VAUCELLES ET BEFFECOURT;02000;AISNE;2765
VAUDESSON;02320;AISNE;2766
VAUREZIS;02200;AISNE;2767
VAUXAILLON;02320;AISNE;2768
VAUX ANDIGNY;02110;AISNE;2769
VAUXBUIN;02200;AISNE;2770
VAUXCERE;02160;AISNE;2771
VAUX EN VERMANDOIS;02590;AISNE;2772
VAUXTIN;02220;AISNE;2773
VENDELLES;02490;AISNE;2774
VENDEUIL;02800;AISNE;2775
VENDHUILE;02420;AISNE;2776
VENDIERES;02540;AISNE;2777
VENDRESSE BEAULNE;02160;AISNE;2778
VENEROLLES;02510;AISNE;2779
VENIZEL;02200;AISNE;2780
VERDILLY;02400;AISNE;2781
LE VERGUIER;02490;AISNE;2782
GRAND VERLY;02120;AISNE;2783
PETIT VERLY;02630;AISNE;2784
VERMAND;02490;AISNE;2785
VERNEUIL SOUS COUCY;02380;AISNE;2786
VERNEUIL SUR SERRE;02000;AISNE;2787
VERSIGNY;02800;AISNE;2788
VERVINS;02140;AISNE;2789
VESLES ET CAUMONT;02350;AISNE;2790
VESLUD;02840;AISNE;2791
VEUILLY LA POTERIE;02810;AISNE;2792
VEZAPONIN;02290;AISNE;2793
VEZILLY;02130;AISNE;2794
VIC SUR AISNE;02290;AISNE;2795
VICHEL NANTEUIL;02210;AISNE;2796
VIEL ARCY;02160;AISNE;2797
VIELS MAISONS;02540;AISNE;2798
VIERZY;02210;AISNE;2799
VIFFORT;02540;AISNE;2800
VIGNEUX HOCQUET;02340;AISNE;2801
LA VILLE AUX BOIS LES DIZ;02340;AISNE;2802
LA VILLE AUX BOIS LES PON;02160;AISNE;2803
VILLEMONTOIRE;02210;AISNE;2804
VILLENEUVE ST GERMAIN;02200;AISNE;2805
VILLENEUVE SUR FERE;02130;AISNE;2806
VILLEQUIER AUMONT;02300;AISNE;2807
VILLERET;02420;AISNE;2808
VILLERS AGRON AIGUIZY;02130;AISNE;2809
VILLERS COTTERETS;02600;AISNE;2810
VILLERS EN PRAYERES;02160;AISNE;2811
VILLERS HELON;02600;AISNE;2812
VILLERS LE SEC;02240;AISNE;2813
VILLERS LES GUISE;02120;AISNE;2814
VILLERS ST CHRISTOPHE;02590;AISNE;2815
VILLERS SUR FERE;02130;AISNE;2816
VILLE SAVOYE;02220;AISNE;2817
VILLIERS ST DENIS;02310;AISNE;2818
VINCY REUIL ET MAGNY;02340;AISNE;2819
VIRY NOUREUIL;02300;AISNE;2820
VIVAISE;02870;AISNE;2821
VIVIERES;02600;AISNE;2822
VOHARIES;02140;AISNE;2823
VORGES;02860;AISNE;2824
VOUEL;02700;AISNE;2825
VOULPAIX;02140;AISNE;2826
VOYENNE;02250;AISNE;2827
VREGNY;02880;AISNE;2828
VUILLERY;02880;AISNE;2829
WASSIGNY;02630;AISNE;2830
WATIGNY;02830;AISNE;2831
WIEGE FATY;02120;AISNE;2832
WIMY;02500;AISNE;2833
WISSIGNICOURT;02320;AISNE;2834
MOSLOY;02460;AISNE;2901
ABREST;03200;ALLIER;3001
AGONGES;03210;ALLIER;3002
AINAY LE CHATEAU;03360;ALLIER;3003
ANDELAROCHE;03120;ALLIER;3004
ARCHIGNAT;03380;ALLIER;3005
ARFEUILLES;03640;ALLIER;3006
ARPHEUILLES ST PRIEST;03420;ALLIER;3007
ARRONNES;03250;ALLIER;3008
AUBIGNY;03460;ALLIER;3009
AUDES;03190;ALLIER;3010
AUROUER;03460;ALLIER;3011
AUTRY ISSARDS;03210;ALLIER;3012
AVERMES;03000;ALLIER;3013
AVRILLY;03130;ALLIER;3014
BAGNEUX;03460;ALLIER;3015
BARBERIER;03140;ALLIER;3016
BARRAIS BUSSOLLES;03120;ALLIER;3017
BAYET;03500;ALLIER;3018
BEAULON;03230;ALLIER;3019
BEAUNE D ALLIER;03390;ALLIER;3020
BEGUES;03800;ALLIER;3021
BELLENAVES;03330;ALLIER;3022
BELLERIVE SUR ALLIER;03700;ALLIER;3023
BERT;03130;ALLIER;3024
BESSAY SUR ALLIER;03340;ALLIER;3025
BESSON;03210;ALLIER;3026
BEZENET;03170;ALLIER;3027
BILLEZOIS;03120;ALLIER;3028
BILLY;03260;ALLIER;3029
BIOZAT;03800;ALLIER;3030
BIZENEUILLE;03170;ALLIER;3031
BLOMARD;03390;ALLIER;3032
BOST;03300;ALLIER;3033
BOUCE;03150;ALLIER;3034
LE BOUCHAUD;03130;ALLIER;3035
BOURBON L ARCHAMBAULT;03160;ALLIER;3036
BRAIZE;03360;ALLIER;3037
BRANSAT;03500;ALLIER;3038
BRESNAY;03210;ALLIER;3039
BRESSOLLES;03000;ALLIER;3040
LE BRETHON;03350;ALLIER;3041
LE BREUIL;03120;ALLIER;3042
BROUT VERNET;03110;ALLIER;3043
BRUGHEAS;03700;ALLIER;3044
BUSSET;03270;ALLIER;3045
BUXIERES LES MINES;03440;ALLIER;3046
LA CELLE;03600;ALLIER;3047
CERILLY;03350;ALLIER;3048
CESSET;03500;ALLIER;3049
LA CHABANNE;03250;ALLIER;3050
CHAMBERAT;03370;ALLIER;3051
CHAMBLET;03170;ALLIER;3052
CHANTELLE;03140;ALLIER;3053
CHAPEAU;03340;ALLIER;3054
LA CHAPELAUDE;03380;ALLIER;3055
LA CHAPELLE;03300;ALLIER;3056
LA CHAPELLE AUX CHASSES;03230;ALLIER;3057
CHAPPES;03390;ALLIER;3058
CHAREIL CINTRAT;03140;ALLIER;3059
CHARMEIL;03110;ALLIER;3060
CHARMES;03800;ALLIER;3061
CHARROUX;03140;ALLIER;3062
CHASSENARD;03510;ALLIER;3063
CHATEAU SUR ALLIER;03320;ALLIER;3064
CHATEL DE NEUVRE;03500;ALLIER;3065
CHATEL MONTAGNE;03250;ALLIER;3066
CHATELPERRON;03220;ALLIER;3067
CHATELUS;03640;ALLIER;3068
CHATILLON;03210;ALLIER;3069
CHAVENON;03440;ALLIER;3070
CHAVROCHES;03220;ALLIER;3071
CHAZEMAIS;03370;ALLIER;3072
CHEMILLY;03210;ALLIER;3073
CHEVAGNES;03230;ALLIER;3074
CHEZELLE;03140;ALLIER;3075
CHEZY;03230;ALLIER;3076
CHIRAT L EGLISE;03330;ALLIER;3077
CHOUVIGNY;03450;ALLIER;3078
CINDRE;03220;ALLIER;3079
COGNAT LYONNE;03110;ALLIER;3080
COLOMBIER;03600;ALLIER;3081
COMMENTRY;03600;ALLIER;3082
CONTIGNY;03500;ALLIER;3083
COSNE D ALLIER;03430;ALLIER;3084
COULANDON;03000;ALLIER;3085
COULANGES;03470;ALLIER;3086
COULEUVRE;03320;ALLIER;3087
COURCAIS;03370;ALLIER;3088
COUTANSOUZE;03330;ALLIER;3089
COUZON;03160;ALLIER;3090
CRECHY;03150;ALLIER;3091
CRESSANGES;03240;ALLIER;3092
